entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_points,pnl_dollars,reason,capital,be_moved,ob_formed
2024-12-06 07:00:00,2024-12-06 18:00:00,short,2637.085,2637.28,2650.3142678571426,2597.3971964285724,0.22,-0.1950000000001637,-4.290000000003602,SessionEnd,29656.124314285764,False,2024-12-04 13:00:00
2024-12-13 08:00:00,2024-12-13 12:00:00,short,2680.815,2663.4777321428573,2674.1285714285714,2663.4777321428573,0.51,17.337267857142706,884.200660714278,TP,30540.324975000043,True,2024-12-13 00:00:00
2024-12-27 08:00:00,2024-12-27 18:00:00,short,2629.435,2618.65,2623.2566071428573,2607.806875,0.42,10.784999999999854,452.9699999999939,SessionEnd,30993.294975000037,True,2024-12-26 18:00:00
2024-12-30 11:00:00,2024-12-30 12:00:00,short,2618.655,2622.291410714286,2622.291410714286,2607.7457678571427,0.85,-3.63641071428583,-309.09491071429557,SL,30684.200064285742,False,2024-12-27 19:00:00
2025-01-06 13:00:00,2025-01-06 14:00:00,short,2641.41,2625.9628392857135,2646.5590535714286,2625.9628392857135,0.6,15.447160714286383,926.829642857183,TP,31611.029707142923,False,2025-01-06 02:00:00
2025-01-10 13:00:00,2025-01-10 14:00:00,long,2674.135,2682.680714285715,2671.2864285714286,2682.680714285715,1.11,8.545714285714894,948.5742857143533,TP,32559.603992857275,False,2025-01-09 13:00:00
2025-01-16 07:00:00,2025-01-16 18:00:00,long,2693.83,2715.235,2712.2251785714284,2743.2897678571426,0.2,21.4050000000002,428.100000000004,SessionEnd,32987.70399285728,True,2025-01-15 14:00:00
2025-01-21 14:00:00,2025-01-21 15:00:00,long,2726.19,2736.5138571428583,2722.748714285714,2736.5138571428583,0.96,10.323857142858287,991.0902857143956,TP,33978.79427857167,False,2025-01-21 06:00:00
2025-01-31 11:00:00,2025-01-31 17:00:00,long,2795.52,2804.9430357142855,2804.9430357142855,2818.802678571428,0.44,9.423035714285561,414.6135714285647,SL,34393.407850000236,True,2025-01-30 21:00:00
2025-02-03 14:00:00,2025-02-03 15:00:00,long,2812.445,2828.7188214285725,2807.0203928571427,2828.7188214285725,0.63,16.27382142857232,1025.250750000056,TP,35418.65860000029,False,2025-01-31 15:00:00
2025-02-04 13:00:00,2025-02-04 18:00:00,long,2823.505,2842.725,2831.9478571428567,2846.1316964285706,0.47,19.2199999999998,903.3399999999905,SessionEnd,36321.99860000028,True,2025-02-04 02:00:00
2025-02-07 14:00:00,2025-02-07 15:00:00,long,2868.78,2880.066482142858,2865.017839285714,2880.066482142858,0.97,11.286482142857949,1094.788767857221,TP,37416.787367857505,False,2025-02-07 03:00:00
2025-02-11 10:00:00,2025-02-11 12:00:00,long,2902.935,2898.0847,2898.0847,2917.4859,0.77,-4.850300000000061,-373.4731000000047,SL,37043.3142678575,False,2025-02-10 13:00:00
2025-02-14 14:00:00,2025-02-14 15:00:00,long,2914.65,2908.415285714286,2908.415285714286,2933.354142857143,0.59,-6.23471428571429,-367.84814285714305,SL,36675.46612500036,False,2025-02-13 08:00:00
2025-02-19 12:00:00,2025-02-19 14:00:00,long,2934.005,2934.505,2934.505,2953.483464285716,0.56,0.5,28.000000000000004,SL,36703.46612500036,True,2025-02-19 00:00:00
2025-02-19 17:00:00,2025-02-19 18:00:00,short,2929.32,2925.34,2940.877589285714,2894.647232142859,0.32,3.980000000000018,127.36000000000058,SessionEnd,36830.82612500036,False,2025-02-19 01:00:00
2025-02-20 14:00:00,2025-02-20 18:00:00,long,2938.53,2941.885,2923.0665714285715,2984.9202857142864,0.24,3.355000000000018,80.52000000000044,SessionEnd,36911.34612500036,False,2025-02-19 02:00:00
2025-02-25 08:00:00,2025-02-25 15:00:00,long,2933.585,2920.690125,2920.690125,2972.269625,0.29,-12.894874999999956,-373.9513749999987,SL,36537.39475000036,False,2025-02-21 15:00:00
2025-02-26 15:00:00,2025-02-26 18:00:00,short,2906.795,2914.97,2918.90825,2870.4552500000004,0.3,-8.174999999999727,-245.24999999999181,SessionEnd,36292.14475000037,False,2025-02-26 07:00:00
2025-03-03 14:00:00,2025-03-03 18:00:00,long,2873.14,2890.0,2880.429107142857,2902.294267857142,0.37,16.860000000000127,623.8200000000047,SessionEnd,36915.96475000038,True,2025-03-02 23:00:00
2025-03-04 07:00:00,2025-03-04 12:00:00,long,2889.95,2923.614767857143,2908.0548214285714,2923.614767857143,0.33,33.66476785714303,1110.93733928572,TP,38026.9020892861,True,2025-03-03 19:00:00
2025-03-05 13:00:00,2025-03-05 15:00:00,short,2911.39,2910.89,2910.89,2891.912499999999,0.59,0.5,29.499999999999996,SL,38056.4020892861,True,2025-03-04 19:00:00
2025-03-07 14:00:00,2025-03-07 15:00:00,long,2905.875,2928.980410714286,2898.1731964285714,2928.980410714286,0.49,23.10541071428588,1132.1651250000082,TP,39188.56721428611,False,2025-03-06 12:00:00
2025-03-10 09:00:00,2025-03-10 18:00:00,short,2913.8,2885.665,2900.974285714286,2865.5597321428577,0.24,28.13500000000022,675.2400000000052,SessionEnd,39863.80721428611,True,2025-03-07 14:00:00
