entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_points,pnl_dollars,pnl_pct,reason,capital,be_moved,ob_formed
2024-01-09 13:00:00,2024-01-09 15:00:00,long,2034.27,2034.77,2034.77,2044.4948571428572,0.22,0.5,11.0,0.11,SL,10011.0,True,2024-01-08 16:00:00
2024-01-09 15:00:00,2024-01-09 17:00:00,short,2032.305,2031.805,2031.805,2019.4643571428574,0.18,0.5,9.0,0.08990110878034162,SL,10020.0,True,2024-01-09 02:00:00
2024-01-10 07:00:00,2024-01-10 08:00:00,short,2028.905,2032.1619642857142,2032.1619642857142,2019.1341071428571,0.23,-3.2569642857142753,-74.91017857142833,-0.747606572569145,SL,9945.089821428572,False,2024-01-09 16:00:00
2024-01-10 08:00:00,2024-01-10 12:00:00,long,2031.275,2031.775,2031.775,2045.239357142858,0.16,0.5,8.0,0.08044170684876562,SL,9953.089821428572,True,2024-01-09 17:00:00
2024-01-11 13:00:00,2024-01-11 14:00:00,short,2039.305,2032.1676250000003,2041.684125,2032.1676250000003,0.31,7.137374999999793,221.25862499999357,2.2230144504838423,TP,10174.348446428565,False,2024-01-05 12:00:00
2024-01-19 07:00:00,2024-01-19 08:00:00,long,2023.855,2028.7308571428575,2022.2297142857142,2028.7308571428575,0.47,4.875857142857512,229.16528571430305,2.252382911013289,TP,10403.513732142868,False,2024-01-19 00:00:00
2024-01-23 12:00:00,2024-01-23 14:00:00,long,2023.305,2023.805,2023.805,2034.7524642857147,0.2,0.5,10.0,0.09612137069713125,SL,10413.513732142868,True,2024-01-22 06:00:00
2024-01-24 14:00:00,2024-01-24 18:00:00,short,2032.89,2015.16,2022.3671428571429,2011.4465357142865,0.11,17.730000000000018,195.0300000000002,1.8728548789253614,SessionEnd,10608.543732142869,True,2024-01-19 13:00:00
2024-01-26 14:00:00,2024-01-26 18:00:00,short,2025.36,2017.35,2022.0419642857144,2007.7821428571426,0.14,8.009999999999991,112.13999999999989,1.057072514677264,SessionEnd,10720.683732142868,True,2024-01-23 19:00:00
2024-01-30 15:00:00,2024-01-30 18:00:00,long,2029.4,2032.84,2029.9,2044.2296428571435,0.16,3.439999999999827,55.039999999997235,0.5134000906581706,SessionEnd,10775.723732142866,True,2024-01-29 18:00:00
2024-02-01 13:00:00,2024-02-01 14:00:00,long,2033.685,2044.9148571428566,2029.9417142857144,2044.9148571428566,0.22,11.229857142856645,247.05685714284618,2.292717067401248,TP,11022.780589285712,False,2024-01-30 01:00:00
2024-02-01 15:00:00,2024-02-01 18:00:00,long,2044.815,2055.775,2050.179107142857,2089.0477499999997,0.06,10.960000000000036,65.76000000000022,0.5965826813600899,SessionEnd,11088.540589285712,True,2024-01-31 20:00:00
2024-02-02 13:00:00,2024-02-02 14:00:00,short,2054.78,2049.8401785714286,2056.4266071428574,2049.8401785714286,0.51,4.939821428571577,251.9308928571504,2.2719932422899576,TP,11340.471482142862,False,2024-02-01 20:00:00
2024-02-07 14:00:00,2024-02-07 15:00:00,long,2035.3,2042.7304107142854,2032.8231964285715,2042.7304107142854,0.34,7.430410714285472,252.63396428570604,2.227720114490064,TP,11593.105446428568,False,2024-02-07 05:00:00
2024-02-08 11:00:00,2024-02-08 12:00:00,short,2033.29,2024.140857142857,2036.3397142857143,2024.140857142857,0.29,9.149142857143033,265.3251428571479,2.288645989490981,TP,11858.430589285716,False,2024-02-07 11:00:00
2024-02-12 09:00:00,2024-02-12 11:00:00,short,2022.485,2021.985,2021.985,2019.5667499999995,0.91,0.5,45.5,0.3836932691675911,SL,11903.930589285716,True,2024-02-12 03:00:00
2024-02-13 13:00:00,2024-02-13 14:00:00,short,2019.525,2012.5033500000004,2021.86555,2012.5033500000004,0.38,7.021649999999681,266.8226999999879,2.2414672027754015,TP,12170.753289285703,False,2024-02-13 01:00:00
2024-02-14 09:00:00,2024-02-14 14:00:00,short,1991.595,1991.095,1991.095,1985.355803571429,0.44,0.5,22.0,0.18076120250804273,SL,12192.753289285703,True,2024-02-14 00:00:00
2024-02-16 13:00:00,2024-02-16 14:00:00,short,2004.58,1997.5968571428568,2006.9077142857143,1997.5968571428568,0.39,6.983142857143093,272.34257142858064,2.233642926802265,TP,12465.095860714284,False,2024-02-15 19:00:00
2024-02-21 07:00:00,2024-02-21 15:00:00,long,2030.125,2025.16675,2025.16675,2044.9997499999997,0.19,-4.958249999999907,-94.20674999999824,-0.7557643443152785,SL,12370.889110714286,False,2024-02-20 14:00:00
2024-02-22 09:00:00,2024-02-22 13:00:00,long,2029.51,2027.2723571428571,2027.2723571428571,2036.2229285714286,0.41,-2.2376428571428733,-91.7433571428578,-0.7416068184088719,SL,12279.145753571429,False,2024-02-21 13:00:00
2024-02-23 08:00:00,2024-02-23 10:00:00,short,2021.02,2020.52,2020.52,2008.6035892857144,0.22,0.5,11.0,0.08958277897141677,SL,12290.145753571429,True,2024-02-22 17:00:00
2024-02-23 12:00:00,2024-02-23 16:00:00,long,2026.935,2036.2465714285713,2027.435,2036.2465714285713,0.3,9.31157142857137,279.3471428571411,2.2729359639690587,TP,12569.49289642857,True,2024-02-23 02:00:00
2024-02-27 08:00:00,2024-02-27 10:00:00,long,2035.145,2035.645,2035.645,2040.4242499999998,0.54,0.5,27.0,0.21480580181298833,SL,12596.49289642857,True,2024-02-26 08:00:00
2024-02-28 13:00:00,2024-02-28 15:00:00,long,2032.45,2032.95,2032.95,2042.6008749999999,0.28,0.5,14.000000000000002,0.11114204656098653,SL,12610.49289642857,True,2024-02-27 19:00:00
2024-02-29 13:00:00,2024-02-29 14:00:00,long,2036.64,2042.6337321428575,2034.6420892857143,2042.6337321428575,0.47,5.993732142857425,281.7054107142989,2.2338969065521694,TP,12892.19830714287,False,2024-02-29 04:00:00
2024-03-07 14:00:00,2024-03-07 18:00:00,long,2148.235,2157.135,2149.284107142857,2169.434553571429,0.14,8.900000000000091,124.60000000000129,0.9664759805235633,SessionEnd,13016.798307142872,True,2024-03-06 17:00:00
2024-03-08 08:00:00,2024-03-08 09:00:00,long,2162.035,2170.471482142857,2159.222839285714,2170.471482142857,0.35,8.43648214285713,295.27687499999956,2.2684293636014057,TP,13312.075182142871,False,2024-03-08 00:00:00
2024-03-12 12:00:00,2024-03-12 18:00:00,short,2177.23,2153.625,2164.381607142857,2151.4772500000004,0.12,23.605000000000018,283.2600000000002,2.127842549897643,SessionEnd,13595.335182142871,True,2024-03-11 13:00:00
2024-03-19 12:00:00,2024-03-19 14:00:00,short,2158.435,2149.626035714286,2157.5969642857144,2149.626035714286,0.35,8.808964285713955,308.31374999998843,2.2677907228425727,TP,13903.64893214286,True,2024-03-18 16:00:00
2024-03-20 07:00:00,2024-03-20 12:00:00,long,2156.995,2150.166892857143,2150.166892857143,2177.4793214285705,0.15,-6.828107142856879,-102.42160714285319,-0.7366527135626385,SL,13801.227325000007,False,2024-03-19 13:00:00
2024-03-20 14:00:00,2024-03-20 16:00:00,short,2157.575,2157.075,2157.075,2149.5065,0.38,0.5,19.0,0.13766891561580732,SL,13820.227325000007,True,2024-03-19 22:00:00
