entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_points,pnl_dollars,reason,capital,be_moved
2025-08-27 07:00:00,2025-08-27 10:00:00,long,3381.595,3375.2769999999996,3375.2769999999996,3397.39,0.17,-6.318000000000211,-107.40600000000359,SL,10842.791657142832,False
2025-08-28 11:00:00,2025-08-28 12:00:00,long,3404.195,3397.5474285714286,3397.5474285714286,3420.8139285714287,0.16,-6.647571428571609,-106.36114285714575,SL,10736.430514285687,False
2025-08-29 12:00:00,2025-08-29 14:00:00,long,3416.525,3431.5957142857146,3421.4042857142854,3431.5957142857146,0.18,15.07071428571453,271.27285714286154,TP,11007.703371428548,True
2025-09-02 14:00:00,2025-09-02 16:00:00,long,3511.225,3527.885,3513.617,3551.08,0.07,16.66000000000031,116.62000000000218,SessionEnd,11124.32337142855,True
2025-09-03 10:00:00,2025-09-03 15:00:00,long,3540.175,3566.9622142857143,3546.889257142857,3566.9622142857143,0.1,26.78721428571407,267.8721428571407,TP,11392.195514285691,True
2025-09-18 13:00:00,2025-09-18 16:00:00,short,3642.195,3646.29,3658.143,3602.3250000000003,0.07,-4.0949999999998,-28.664999999998603,SessionEnd,11363.530514285692,False
2025-09-19 11:00:00,2025-09-19 13:00:00,short,3648.52,3658.9595714285715,3658.9595714285715,3622.4210714285714,0.11,-10.439571428571526,-114.83528571428678,SL,11248.695228571405,False
2025-09-23 08:00:00,2025-09-23 13:00:00,long,3774.485,3774.985,3774.985,3803.549642857143,0.1,0.5,5.0,SL,11253.695228571405,True
2025-09-30 14:00:00,2025-09-30 15:00:00,long,3854.08,3832.046714285714,3832.046714285714,3909.1632142857143,0.05,-22.03328571428574,-110.1664285714287,SL,11143.528799999976,False
2025-10-02 08:00:00,2025-10-02 13:00:00,long,3874.66,3875.7327142857143,3875.7327142857143,3902.7014285714286,0.1,1.0727142857144827,10.727142857144827,SL,11154.255942857122,True
2025-10-07 14:00:00,2025-10-07 15:00:00,long,3985.74,3970.6932857142856,3970.6932857142856,4023.3567857142857,0.07,-15.046714285714188,-105.32699999999933,SL,11048.928942857123,False
2025-10-14 08:00:00,2025-10-14 12:00:00,long,4143.95,4117.502428571428,4117.502428571428,4210.068928571428,0.04,-26.44757142857179,-105.79028571428717,SL,10943.138657142836,False
