time,open,high,low,close
2024-06-11T20:00:00,2315.35,2316.872,2314.733,2316.639
2024-06-11T22:00:00,2316.526,2317.603,2315.13,2316.79
2024-06-11T23:00:00,2316.864,2317.442,2313.873,2315.071
2024-06-12T00:00:00,2315.056,2315.629,2313.388,2313.797
2024-06-12T01:00:00,2313.795,2315.142,2310.79,2314.414
2024-06-12T02:00:00,2314.435,2315.493,2310.669,2313.64
2024-06-12T03:00:00,2313.592,2316.748,2313.537,2314.025
2024-06-12T04:00:00,2314.031,2314.376,2312.408,2312.711
2024-06-12T05:00:00,2312.729,2315.342,2312.374,2314.949
2024-06-12T06:00:00,2314.968,2317.78,2313.791,2314.88
2024-06-12T07:00:00,2314.833,2315.464,2311.153,2314.479
2024-06-12T08:00:00,2314.517,2315.697,2310.762,2312.775
2024-06-12T09:00:00,2312.731,2315.383,2312.156,2314.005
2024-06-12T10:00:00,2313.957,2314.743,2312.164,2313.345
2024-06-12T11:00:00,2313.296,2314.751,2312.215,2312.847
2024-06-12T12:00:00,2312.866,2337.692,2311.564,2335.91
2024-06-12T13:00:00,2335.877,2341.629,2324.956,2329.789
2024-06-12T14:00:00,2329.774,2329.948,2320.061,2325.229
2024-06-12T15:00:00,2325.287,2337.158,2324.647,2335.542
2024-06-12T16:00:00,2335.552,2338.168,2333.128,2337.635
2024-06-12T17:00:00,2337.686,2339.557,2332.772,2335.26
2024-06-12T18:00:00,2335.292,2335.292,2319.316,2322.696
2024-06-12T19:00:00,2322.727,2324.638,2315.819,2321.213
2024-06-12T20:00:00,2321.263,2324.717,2320.258,2324.393
2024-06-12T22:00:00,2324.7,2325.354,2321.657,2321.925
2024-06-12T23:00:00,2321.923,2322.385,2320.125,2320.555
2024-06-13T00:00:00,2320.57,2322.963,2317.563,2320.728
2024-06-13T01:00:00,2320.776,2321.545,2308.078,2312.612
2024-06-13T02:00:00,2312.656,2316.121,2310.638,2314.15
2024-06-13T03:00:00,2314.13,2316.311,2312.547,2314.248
2024-06-13T04:00:00,2314.239,2314.847,2309.306,2311.773
2024-06-13T05:00:00,2311.777,2312.221,2308.963,2311.613
2024-06-13T06:00:00,2311.564,2316.114,2311.145,2315.632
2024-06-13T07:00:00,2315.586,2318.566,2313.298,2317.012
2024-06-13T08:00:00,2317.06,2317.201,2313.905,2315.563
2024-06-13T09:00:00,2315.541,2318.425,2313.367,2315.446
2024-06-13T10:00:00,2315.398,2319.957,2315.244,2316.295
2024-06-13T11:00:00,2316.328,2316.692,2303.906,2307.026
2024-06-13T12:00:00,2307.073,2326.721,2305.505,2323.306
2024-06-13T13:00:00,2323.261,2324.74,2308.349,2310.73
2024-06-13T14:00:00,2310.693,2314.447,2305.645,2313.507
2024-06-13T15:00:00,2313.566,2317.038,2297.746,2298.992
2024-06-13T16:00:00,2298.938,2300.328,2295.463,2299.237
2024-06-13T17:00:00,2299.279,2304.414,2299.048,2301.444
2024-06-13T18:00:00,2301.431,2303.966,2300.016,2302.97
2024-06-13T19:00:00,2302.966,2304.896,2302.685,2303.413
2024-06-13T20:00:00,2303.463,2304.324,2302.867,2303.847
2024-06-13T22:00:00,2303.326,2304.117,2302.874,2302.887
2024-06-13T23:00:00,2302.92,2303.268,2301.694,2302.335
2024-06-14T00:00:00,2302.379,2305.729,2301.502,2304.884
2024-06-14T01:00:00,2304.887,2307.128,2303.019,2305.967
2024-06-14T02:00:00,2305.918,2307.04,2304.212,2306.59
2024-06-14T03:00:00,2306.59,2308.605,2304.956,2305.461
2024-06-14T04:00:00,2305.417,2306.097,2303.447,2305.864
2024-06-14T05:00:00,2305.869,2311.593,2305.503,2309.88
2024-06-14T06:00:00,2309.825,2312.773,2307.435,2312.613
2024-06-14T07:00:00,2312.564,2316.715,2309.338,2315.226
2024-06-14T08:00:00,2315.184,2321.627,2314.724,2317.349
2024-06-14T09:00:00,2317.387,2322.736,2315.22,2322.65
2024-06-14T10:00:00,2322.607,2332.648,2320.917,2330.492
2024-06-14T11:00:00,2330.446,2336.559,2326.011,2332.013
2024-06-14T12:00:00,2332.045,2333.385,2327.177,2330.316
2024-06-14T13:00:00,2330.288,2332.868,2324.153,2330.386
2024-06-14T14:00:00,2330.393,2335.472,2327.934,2330.16
2024-06-14T15:00:00,2330.053,2332.171,2324.007,2326.087
2024-06-14T16:00:00,2326.129,2331.916,2325.353,2328.789
2024-06-14T17:00:00,2328.84,2335.553,2328.471,2334.089
2024-06-14T18:00:00,2334.086,2335.086,2332.177,2334.573
2024-06-14T19:00:00,2334.531,2335.378,2332.136,2332.452
2024-06-14T20:00:00,2332.506,2333.064,2330.917,2332.824
2024-06-16T22:00:00,2331.087,2331.485,2327.555,2328.795
2024-06-16T23:00:00,2328.858,2329.673,2327.413,2328.873
2024-06-17T00:00:00,2328.918,2328.918,2325.223,2326.418
2024-06-17T01:00:00,2326.4,2328.949,2322.74,2326.257
2024-06-17T02:00:00,2326.212,2326.212,2321.485,2322.655
2024-06-17T03:00:00,2322.606,2325.146,2321.66,2324.309
2024-06-17T04:00:00,2324.307,2326.234,2322.635,2323.692
2024-06-17T05:00:00,2323.674,2323.674,2317.729,2318.55
2024-06-17T06:00:00,2318.506,2319.236,2315.44,2317.364
2024-06-17T07:00:00,2317.334,2320.111,2315.521,2316.993
2024-06-17T08:00:00,2316.962,2322.28,2316.413,2321.28
2024-06-17T09:00:00,2321.295,2322.585,2319.203,2320.062
2024-06-17T10:00:00,2320.028,2322.555,2319.519,2320.46
2024-06-17T11:00:00,2320.471,2321.944,2317.551,2318.185
2024-06-17T12:00:00,2318.23,2321.095,2316.766,2319.567
2024-06-17T13:00:00,2319.521,2326.31,2318.736,2320.977
2024-06-17T14:00:00,2320.933,2327.643,2318.315,2324.476
2024-06-17T15:00:00,2324.523,2325.481,2309.97,2312.491
2024-06-17T16:00:00,2312.538,2317.025,2312.538,2316.843
2024-06-17T17:00:00,2316.837,2318.307,2313.219,2316.635
2024-06-17T18:00:00,2316.666,2319.227,2316.079,2317.845
2024-06-17T19:00:00,2317.857,2320.569,2317.794,2320.138
2024-06-17T20:00:00,2320.182,2320.726,2318.413,2319.014
2024-06-17T22:00:00,2320.134,2321.196,2319.695,2320.95
2024-06-17T23:00:00,2321.008,2321.227,2319.148,2320.645
2024-06-18T00:00:00,2320.634,2325.536,2320.634,2324.086
2024-06-18T01:00:00,2324.086,2325.442,2319.229,2322.544
2024-06-18T02:00:00,2322.562,2325.645,2321.522,2324.382
2024-06-18T03:00:00,2324.351,2325.103,2323.184,2324.411
2024-06-18T04:00:00,2324.408,2324.813,2321.901,2322.609
2024-06-18T05:00:00,2322.598,2323.743,2319.399,2322.125
2024-06-18T06:00:00,2322.124,2322.709,2318.691,2320.085
2024-06-18T07:00:00,2320.092,2320.171,2314.956,2315.526
2024-06-18T08:00:00,2315.505,2315.505,2310.664,2311.317
2024-06-18T09:00:00,2311.259,2314.296,2310.855,2311.168
2024-06-18T10:00:00,2311.136,2312.402,2306.502,2308.304
2024-06-18T11:00:00,2308.35,2314.169,2306.624,2313.311
2024-06-18T12:00:00,2313.279,2324.169,2311.398,2313.896
2024-06-18T13:00:00,2313.949,2327.717,2313.682,2326.685
2024-06-18T14:00:00,2326.645,2327.151,2322.116,2323.639
2024-06-18T15:00:00,2323.65,2329.758,2318.708,2326.865
2024-06-18T16:00:00,2326.917,2330.727,2326.448,2330.181
2024-06-18T17:00:00,2330.23,2333.086,2328.21,2329.69
2024-06-18T18:00:00,2329.641,2331.479,2327.444,2331.226
2024-06-18T19:00:00,2331.223,2331.223,2328.496,2329.358
2024-06-18T20:00:00,2329.351,2330.549,2328.857,2329.408
2024-06-18T22:00:00,2329.788,2330.182,2327.497,2328.289
2024-06-18T23:00:00,2328.289,2329.606,2327.96,2328.254
